#{"t_start": 1774676697.3887265, "env_id": "None"}
r,l,t
1249.021965,1000,1.404381
1393.235825,1000,1.786094
912.268098,662,2.894071
932.840485,830,3.220017
558.135218,395,3.372681
919.235852,372,4.350547
1919.97428,1000,4.740596
965.987279,891,5.89969
1181.360034,945,6.280667
399.423932,399,6.431835
1008.428296,1000,7.601806
1035.519905,1000,7.998816
1591.771494,1000,9.352608
1387.843233,1000,9.80481
1944.896365,1000,11.172841
1813.168953,1000,11.661367
1829.081902,1000,13.078319
1142.64207,403,13.28331
940.53141,1000,13.724726
577.121845,431,13.935698
1675.238934,1000,15.425291
695.547071,286,15.549415
1188.740293,1000,16.835437
1110.964462,1000,17.248331
1754.566537,1000,18.51028
976.568526,1000,18.925444
891.581571,335,19.054591
1653.01653,1000,20.419512
992.514155,447,20.617217
980.099629,1000,21.034167
1515.462261,780,22.231466
1979.354355,1000,22.665081
1665.83248,1000,24.090257
564.249341,496,24.379337
2142.660981,1000,25.07251
1094.655632,463,26.133768
1483.116228,719,26.420288
1468.984297,1000,27.691419
1576.438065,1000,28.235981
1364.326355,647,28.557273
1911.833794,1000,29.93748
1063.521925,1000,30.452193
1460.718565,1000,31.772665
1420.793303,556,31.998325
1527.420434,1000,33.347683
1550.706956,1000,33.795959
1695.246167,899,35.244633
976.645085,412,35.464627
1031.166211,465,35.670557
1392.558727,702,35.949942
957.525628,437,36.989343
1570.120087,1000,37.431434
1179.677697,582,37.667403
1230.826871,673,39.074218
1098.683373,450,39.287767
1296.800927,774,39.666346
558.844929,234,39.766861
1430.726643,1000,41.104448
544.422432,319,41.226959
941.920747,753,41.520011
1438.125266,1000,42.828752
1089.621761,598,43.063299
707.101463,347,43.199826
1478.47282,1000,44.572531
1170.296415,510,44.778062
1307.442337,1000,46.048067
961.313214,403,46.245101
834.456256,363,46.386643
1374.14376,951,46.781295
1653.377201,1000,48.088539
1114.0247,1000,48.502119
1808.407255,1000,49.826342
1781.593689,1000,50.219146
1332.586154,1000,51.497169
2353.626642,1000,51.949169
1855.638053,1000,53.301684
1429.068475,1000,53.704195
1386.070716,1000,55.081287
1111.160784,471,55.26504
1143.143849,1000,55.658551
1431.728325,1000,56.992814
1330.529719,1000,57.387325
1562.870011,1000,58.668845
789.287193,757,58.973301
729.727214,742,60.139674
1855.353236,1000,60.540185
881.32435,362,60.692185
593.931036,232,60.788185
1261.024681,1000,62.045697
803.418626,318,62.167697
1437.262135,839,62.494211
1720.475161,1000,63.752725
1703.252543,915,64.214893
1704.741212,1000,65.49506
1199.157976,623,65.73906
1808.36515,1000,66.987574
2158.989059,915,67.372088
900.289438,597,67.615599
1734.10198,1000,68.957854
2154.67774,1000,69.377367
1174.435481,526,70.496656
1814.833312,1000,70.894675
947.825688,416,71.057675
1670.876068,668,72.19721
1902.310829,1000,72.586724
1961.939677,1000,73.875336
1863.833047,1000,74.411769
1580.029754,1000,75.651123
1042.965795,461,75.843123
1454.059418,693,76.133123
1557.791652,1000,77.401184
1264.257712,468,77.587184
823.078079,382,77.7382
1801.07964,1000,78.977357
1766.3148,1000,79.378735
1654.557998,1000,80.630047
1718.43161,1000,81.072047
1680.836889,782,81.38056
1796.912394,1000,82.652187
1756.1387,843,82.982187
1741.703309,1000,84.329209
1502.995052,643,84.643722
2015.03431,1000,85.915903
1869.733036,694,86.199903
800.287852,638,86.460416
953.754794,523,87.57486
1386.38131,663,87.87586
2055.844851,1000,88.30886
745.578012,369,89.325652
1472.715968,659,89.611169
1120.668316,590,89.853192
1850.403119,946,91.098517
1516.271222,581,91.412031
819.833152,321,91.563031
1347.903927,579,91.882031
1347.712398,626,93.198088
2060.288824,1000,93.603601
2323.24029,1000,94.97614
1670.824216,804,95.328776
2061.483786,1000,95.731289
1661.240237,667,96.869801
1750.503758,757,97.167801
1084.607003,760,98.342316
1175.808957,536,98.613825
757.398676,300,98.74633
831.000361,666,99.012835
1064.525267,805,100.286226
1820.68592,1000,100.878737
1566.217816,876,102.18027
1993.74469,1000,102.599782
1273.060594,608,102.854782
1945.357041,1000,104.18479
1620.439353,812,104.573179
626.414161,615,105.750115
1621.343989,706,106.089674
721.849304,676,106.382742
1698.46079,791,107.622672
1820.730148,763,107.939214
1096.477033,436,108.108731
1885.208503,1000,109.501126
793.724571,684,109.777663
2084.327913,1000,111.041978
846.1788,426,111.237979
1646.829673,795,111.549492
1091.755713,428,111.719492
836.476096,409,112.74001
1821.651457,667,113.035006
984.488601,787,113.34901
2378.033473,1000,114.851749
2347.847667,1000,115.248749
1834.85361,728,116.516783
1415.584318,1000,116.937781
2598.226845,1000,118.250295
1389.131294,549,118.487808
1774.131465,659,118.744808
1781.716186,1000,120.013794
2558.460735,901,120.372307
726.227707,608,120.608919
821.792968,516,121.76882
791.585948,690,122.052358
912.329823,763,122.345894
925.398548,722,123.53033
1614.804125,618,123.811869
2128.990429,1000,124.341874
1625.580716,1000,125.684912
2226.961995,850,126.026965
1959.622164,884,127.283065
1309.121223,466,127.464577
833.869947,581,127.692577
905.771552,651,128.838094
1099.814146,781,129.170666
2156.650173,1000,130.472547
1922.066846,802,130.825547
1755.669,772,131.131546
1665.291727,1000,132.476576
1632.499381,779,132.788576
1847.883041,959,134.081903
1375.512087,652,134.415552
315.624515,429,134.59255
2456.080296,1000,135.882893
1992.036715,1000,136.304893
1517.175244,646,136.559405
2175.077434,1000,137.86292
2053.137433,1000,138.25792
1241.820429,449,139.321026
2022.736171,802,139.643539
2680.434842,1000,140.908874
1987.510867,811,141.269172
1811.571394,605,141.506687
916.465945,426,141.672686
1441.423274,510,142.769202
774.247707,452,142.955202
1391.561971,554,143.171201
1702.618152,623,143.419716
1835.065734,837,144.735374
603.872504,559,144.962278
1523.817024,533,145.171278
2387.361707,923,146.453301
2082.851972,1000,146.846301
2052.312535,1000,148.129831
2251.76431,810,148.451343
1139.449517,477,148.632343
1505.103703,651,149.796725
1955.587497,703,150.075622
909.528688,391,150.232622
2289.765589,923,151.510646
2629.923697,1000,151.905646
1961.812349,1000,153.217676
1371.335426,541,153.46519
1302.391552,508,153.66619
2406.158926,1000,155.025113
821.500123,382,155.175113
1146.379609,411,155.337113
1823.807701,630,155.583627
1937.774143,663,156.758155
2122.329489,760,157.055155
1431.981114,500,157.250155
1827.074531,635,158.449182
1512.656502,693,158.742182
1940.495372,702,159.04669
1984.906122,761,160.368668
1805.577735,664,160.623176
1664.383246,511,160.820176
1506.478687,635,161.92569
2244.207694,1000,162.333705
2119.521784,748,162.631216
1500.045389,525,163.744868
1661.9686,640,164.068206
2383.111534,1000,165.368607
1510.674234,536,165.611773
1292.643431,939,165.997823
1070.671708,803,167.188582
1304.745576,448,167.406638
745.559761,473,167.611391
1140.9973,446,167.805419
1512.45667,531,168.938965
1173.887408,556,169.219964
1728.897722,614,169.498218
1977.140255,618,169.809218
1394.032714,523,170.944535
1579.746198,604,171.182537
1963.816709,829,171.505049
1367.590685,590,172.611564
2325.160396,820,172.942563
1819.531261,649,173.191563
1672.207799,641,174.326982
2010.317066,643,174.633495
1373.650478,549,174.854497
1650.556974,801,176.077031
1817.714716,598,176.32603
1942.273963,704,176.594541
1279.944004,461,177.627059
2188.66797,822,177.973058
1875.952618,602,178.202058
1959.760432,623,179.277839
1596.228037,525,179.513351
1636.252714,872,179.850158
1140.126543,502,180.047158
1205.760665,545,181.139708
2553.239708,937,181.503218
1140.7601,698,182.622731
1589.595641,528,182.858731
1787.481223,651,183.112748
1467.468813,539,183.320748
1999.142075,597,184.534274
2638.352944,787,184.858097
1945.576329,620,185.098097
1309.907196,527,186.195625
1716.377227,526,186.428948
2357.496425,776,186.730574
1855.47599,707,187.849793
1651.859357,512,188.092355
1829.067106,700,188.393416
2692.736175,961,189.685056
1704.269973,597,189.976433
1675.360158,620,190.233463
2308.462303,807,191.496519
1849.108505,600,191.743519
1940.116795,686,192.031519
1935.845607,569,193.179767
1744.237433,624,193.460284
1985.667175,560,193.685284
1346.0737,423,193.850152
1816.615611,723,195.149231
1655.38837,553,195.373229
1473.565464,538,195.600742
1627.164923,672,196.737255
1495.087816,538,196.980253
1876.062658,605,197.276253
1611.014435,627,197.586765
1636.844157,510,198.744302
1584.805784,529,198.966126
1952.591852,600,199.209127
1778.430613,539,199.426638
1520.646283,479,200.55798
1972.085498,716,200.850981
1789.668093,613,201.10198
1776.855992,535,202.216493
1703.732552,617,202.485004
1527.282771,478,202.676004
1396.209065,557,202.896005
1318.403433,470,204.003264
1550.665939,475,204.254326
1146.021993,541,204.520276
1597.033061,531,204.783295
1091.542455,474,205.880646
1860.73612,647,206.152646
1730.199403,503,206.351646
1570.046314,507,206.55816
2134.601411,776,207.84668
1736.655289,534,208.063679
2026.75032,638,208.323678
1669.76733,565,209.457489
1562.678003,471,209.708488
1303.576969,468,209.934259
2006.015002,657,210.246259
2069.445703,656,211.550995
1759.52321,587,211.782995
1326.207246,507,211.983995
1629.733391,605,213.079016
2303.723692,884,213.485529
2796.093968,1000,214.770501
1649.625899,590,215.032326
1710.040228,485,215.223326
1587.53863,996,216.495354
1613.609008,553,216.738354
1343.233596,491,216.928354
1704.92993,547,217.142354
2398.052843,864,218.359867
1552.304316,555,218.595381
1479.364661,527,218.818381
2428.907494,799,220.242465
1545.564366,606,220.517976
1725.578773,594,220.800977
2032.698984,732,221.987497
1682.127748,492,222.197495
1721.591323,567,222.422006
1395.620906,474,222.621006
1945.49876,674,223.811523
1878.968453,551,224.118567
2738.185091,869,224.619674
1864.875468,666,225.795076
1882.376861,552,226.019078
2242.244054,1000,226.424589
1791.385725,502,227.543106
1569.665533,569,227.779106
1611.537987,556,228.000105
1377.224748,500,228.198105
1642.432943,520,229.322829
1788.669909,543,229.539342
1681.620888,529,229.758343
2228.011386,704,230.962726
1776.65478,543,231.211726
1870.175903,569,231.45024
1854.991807,592,231.690239
1646.913694,529,232.801728
1987.55476,778,233.129582
1859.662293,542,233.395121
1704.277652,607,234.581572
1525.67859,487,234.820107
1556.769996,462,235.051906
1716.822003,488,235.272931
2152.727725,574,236.418772
1686.531139,557,236.665802
1711.815968,583,236.90435
1814.52684,566,237.122372
1523.269358,552,238.178476
1617.53332,502,238.372475
1861.404022,569,238.588987
1724.444538,555,239.55354
1647.089197,496,239.760537
874.980327,680,240.026314
1620.029413,495,240.231314
2421.331707,878,241.355827
1653.86354,506,241.550345
1624.656957,504,241.740346
2007.010295,731,242.782882
2489.27086,832,243.108882
2053.393393,631,243.348882
1885.449861,637,244.347225
1832.835108,556,244.569739
2083.974988,627,244.808739
2043.697593,700,245.848987
1800.182004,649,246.117987
1936.936993,573,246.334987
1859.334301,530,246.537498
1791.701173,538,247.50801
1879.606228,539,247.71901
1834.179701,572,247.94001
1837.67962,543,248.147012
2179.036247,655,249.16692
1910.909945,574,249.38892
1945.6107,598,249.632447
1896.187124,545,250.671401
2342.601271,653,250.9324
1923.464143,521,251.132401
2483.139786,759,252.17892
1983.305045,722,252.466433
1718.470912,535,252.673433
1724.020664,563,252.889433
1723.185921,522,253.931363
1773.707499,561,254.155467
2031.544039,624,254.393457
2343.300754,757,255.678977
1736.63725,513,255.951975
1998.643637,580,256.228976
2547.800006,806,257.39849
1718.843274,548,257.631005
2245.77568,749,257.932004
2118.385566,688,259.045518
1735.900449,629,259.324518
1824.464485,710,259.628031
1712.269734,536,259.847031
1882.950877,535,260.907223
665.767867,352,261.039223
1829.100518,518,261.239223
1995.885845,741,262.264737
1859.073709,555,262.495252
2241.150147,619,262.732251
1868.680208,547,262.941251
2068.62556,601,263.936803
1685.846539,519,264.148936
1787.427263,513,264.346733
1739.633214,462,264.521244
1922.915706,626,265.554599
2205.389437,674,265.872599
1796.620091,551,266.105616
1525.360254,494,267.181176
2149.243052,619,267.448201
2150.856614,818,267.760709
1865.852616,507,267.955709
2399.416304,731,269.074381
2287.310241,625,269.315381
1616.834399,479,269.505895
2026.04236,613,270.516339
2158.240437,568,270.744338
1636.104188,633,270.988338
1846.871901,526,272.019391
1810.703321,515,272.24339
2068.292808,619,272.481903
1803.337649,562,272.698903
1910.27427,530,273.746926
1688.650131,473,273.970099
1886.991479,548,274.195155
2130.788951,588,274.424486
2052.010189,542,275.436841
1789.281725,519,275.648841
2139.668659,603,275.886841
1931.117751,532,276.100841
1852.982792,520,277.123374
2201.758301,544,277.333374
2299.275686,618,277.572885
